# BJD     Detrended data    Detrended data errors  Airmass   Original data   Original data errors    Model applied 
2458546.3226929       1.0025214       0.0010966            nan   3345.1223272      3.6588771   3336.7089963
2458546.3435669       1.0030334       0.0010956            nan   3346.8306071      3.6557857   3336.7089963
2458546.3643799       1.0025265       0.0010957            nan   3345.1390415      3.6561262   3336.7089963
2458546.4060669       0.9999273       0.0010958            nan   3336.4664063      3.6562416   3336.7089963
2458546.4268799       1.0017309       0.0010948            nan   3342.4846119      3.6529708   3336.7089963
2458546.4476929       1.0018229       0.0010945            nan   3342.7915067      3.6519005   3336.7089963
2458546.4685669       1.0029918       0.0010952            nan   3346.6918672      3.6544519   3336.7089963
2458546.4893799       1.0040807       0.0010988            nan   3350.3250033      3.6664308   3336.7089963
2458546.5101929       1.0025882       0.0010948            nan   3345.3450346      3.6530537   3336.7089963
2458546.5310669       1.0024273       0.0010945            nan   3344.8080698      3.6519740   3336.7089963
2458546.5518799       1.0028247       0.0010967            nan   3346.1341332      3.6594784   3336.7089963
2458546.5726929       1.0037731       0.0010966            nan   3349.2986830      3.6591011   3336.7089963
2458546.5935669       1.0031793       0.0010954            nan   3347.3175044      3.6548997   3336.7089963
2458546.6143799       1.0020056       0.0010956            nan   3343.4011912      3.6558219   3336.7089963
2458546.6351929       1.0005084       0.0010959            nan   3338.4055071      3.6568370   3336.7089963
2458546.6560669       1.0026453       0.0010955            nan   3345.5355825      3.6554127   3336.7089963
2458546.6768799       1.0028652       0.0010997            nan   3346.2693323      3.6692889   3336.7089963
2458546.6976929       1.0030964       0.0010953            nan   3347.0408325      3.6548029   3336.7089963
2458546.7185669       1.0047580       0.0010938            nan   3352.5850740      3.6495724   3336.7089963
2458546.7393799       1.0044222       0.0010942            nan   3351.4645998      3.6509790   3336.7089963
2458546.7601929       1.0051638       0.0010949            nan   3353.9390682      3.6535146   3336.7089963
2458546.7810669       1.0023312       0.0010946            nan   3344.4876317      3.6523267   3336.7089963
2458546.8018799       1.0042058       0.0010951            nan   3350.7425415      3.6538889   3336.7089963
2458546.8226929       1.0040633       0.0010967            nan   3350.2670843      3.6593952   3336.7089963
2458546.8435669       1.0004828       0.0010966            nan   3338.3200510      3.6588717   3336.7089963
2458546.8643799       1.0032322       0.0010964            nan   3347.4939415      3.6585214   3336.7089963
2458546.8851929       1.0031722       0.0010966            nan   3347.2936063      3.6590619   3336.7089963
2458546.9060669       1.0030016       0.0010969            nan   3346.7245460      3.6599678   3336.7089963
2458546.9268799       1.0028429       0.0010974            nan   3346.1950091      3.6617310   3336.7089963
2458546.9476929       1.0045343       0.0010947            nan   3351.8386575      3.6527059   3336.7089963
2458546.9685669       1.0024111       0.0010951            nan   3344.7541717      3.6538832   3336.7089963
2458546.9893799       1.0035457       0.0010945            nan   3348.5399194      3.6520073   3336.7089963
2458547.0101929       1.0043161       0.0010953            nan   3351.1105716      3.6546430   3336.7089963
2458547.0310669       1.0030253       0.0010948            nan   3346.8035254      3.6529905   3336.7089963
2458547.0518799       1.0056936       0.0010975            nan   3355.7069544      3.6619584   3336.7089963
2458547.0726929       1.0037100       0.0011012            nan   3349.0880945      3.6744049   3336.7089963
2458547.0935669       1.0036118       0.0010947            nan   3348.7604533      3.6525678   3336.7089963
2458547.1143799       1.0021374       0.0010973            nan   3343.8408211      3.6614286   3336.7089963
2458547.1351929       1.0025599       0.0010955            nan   3345.2506885      3.6553314   3336.7089963
2458547.1560669       1.0043736       0.0010973            nan   3351.3024792      3.6612514   3336.7089963
2458547.1768799       1.0018415       0.0010945            nan   3342.8536853      3.6519502   3336.7089963
2458547.1976929       1.0043473       0.0010949            nan   3351.2145540      3.6535000   3336.7089963
2458547.2185669       1.0041265       0.0010945            nan   3350.4778070      3.6521041   3336.7089963
2458547.2393799       1.0030424       0.0010943            nan   3346.8607217      3.6514627   3336.7089963
2458547.2601929       1.0037296       0.0010957            nan   3349.1535894      3.6558778   3336.7089963
2458547.2810669       1.0044956       0.0010954            nan   3351.7093826      3.6549235   3336.7089963
2458547.3018799       1.0036735       0.0010945            nan   3348.9662771      3.6519278   3336.7089963
2458547.3226929       1.0034884       0.0010941            nan   3348.3488969      3.6507716   3336.7089963
2458547.3435669       1.0009503       0.0010939            nan   3339.8799813      3.6498705   3336.7089963
2458547.3643799       1.0033730       0.0010947            nan   3347.9635716      3.6527406   3336.7089963
2458547.3851929       1.0013335       0.0010958            nan   3341.1583564      3.6564048   3336.7089963
2458547.4060669       1.0014226       0.0010958            nan   3341.4559143      3.6564905   3336.7089963
2458547.4268799       1.0022333       0.0010946            nan   3344.1608873      3.6522657   3336.7089963
2458547.4476929       1.0034874       0.0010956            nan   3348.3454180      3.6556159   3336.7089963
2458547.4685669       1.0039732       0.0010957            nan   3349.9665215      3.6559571   3336.7089963
2458547.4893799       1.0031056       0.0010960            nan   3347.0715142      3.6570276   3336.7089963
2458547.5101929       1.0029165       0.0010953            nan   3346.4404794      3.6546878   3336.7089963
2458547.5310669       1.0045907       0.0010943            nan   3352.0269728      3.6512183   3336.7089963
2458547.5518799       1.0029899       0.0010950            nan   3346.6853107      3.6536371   3336.7089963
2458547.5726929       1.0038593       0.0010946            nan   3349.5864486      3.6522665   3336.7089963
2458547.5935669       1.0003976       0.0010941            nan   3338.0356218      3.6506600   3336.7089963
2458547.6143799       1.0044527       0.0010942            nan   3351.5663060      3.6511149   3336.7089963
2458547.6351929       1.0029506       0.0010947            nan   3346.5543851      3.6527471   3336.7089963
2458547.6560669       1.0036927       0.0010947            nan   3349.0306025      3.6527868   3336.7089963
2458547.6768799       1.0039417       0.0010960            nan   3349.8613549      3.6569149   3336.7089963
2458547.6976929       1.0038405       0.0010950            nan   3349.5235581      3.6536978   3336.7089963
2458547.7185669       1.0044865       0.0010968            nan   3351.6791872      3.6598376   3336.7089963
2458547.7393799       1.0032316       0.0010948            nan   3347.4920347      3.6529629   3336.7089963
2458547.7601929       1.0042424       0.0010954            nan   3350.8646375      3.6551960   3336.7089963
2458547.7810669       1.0008849       0.0010939            nan   3339.6618132      3.6500310   3336.7089963
2458547.8018799       1.0054002       0.0010947            nan   3354.7277990      3.6527505   3336.7089963
2458547.8226929       1.0055199       0.0010959            nan   3355.1272420      3.6565383   3336.7089963
2458547.8435669       1.0023361       0.0010946            nan   3344.5037971      3.6524511   3336.7089963
2458547.8643799       1.0056112       0.0010949            nan   3355.4317725      3.6534279   3336.7089963
2458547.8851929       1.0033409       0.0010952            nan   3347.8564855      3.6542487   3336.7089963
2458547.9060669       1.0051673       0.0010958            nan   3353.9506868      3.6564660   3336.7089963
2458547.9268799       1.0042700       0.0010957            nan   3350.9567808      3.6561554   3336.7089963
2458547.9476929       1.0032289       0.0010938            nan   3347.4830624      3.6496973   3336.7089963
2458547.9685669       1.0019631       0.0010939            nan   3343.2592801      3.6500295   3336.7089963
2458547.9893799       1.0048936       0.0010958            nan   3353.0375795      3.6563419   3336.7089963
2458548.0101929       1.0029070       0.0010967            nan   3346.4086845      3.6593825   3336.7089963
2458548.0310669       1.0024138       0.0010942            nan   3344.7630061      3.6511705   3336.7089963
2458548.0518799       1.0048248       0.0010946            nan   3352.8081125      3.6524833   3336.7089963
2458548.0726929       1.0018678       0.0010944            nan   3342.9414088      3.6516698   3336.7089963
2458548.0935669       1.0039656       0.0010947            nan   3349.9410309      3.6525429   3336.7089963
2458548.1143799       1.0050620       0.0010947            nan   3353.5995782      3.6526840   3336.7089963
2458548.1351929       1.0027256       0.0010939            nan   3345.8033799      3.6500310   3336.7089963
2458548.1560669       1.0040712       0.0010956            nan   3350.2932433      3.6556622   3336.7089963
2458548.1768799       1.0055525       0.0010966            nan   3355.2359287      3.6591511   3336.7089963
2458548.1976929       1.0028785       0.0010948            nan   3346.3136346      3.6531889   3336.7089963
2458548.2185669       1.0041863       0.0010960            nan   3350.6774136      3.6570424   3336.7089963
2458548.2393799       1.0044057       0.0010947            nan   3351.4096804      3.6526987   3336.7089963
2458548.2601929       1.0030525       0.0010957            nan   3346.8944432      3.6559441   3336.7089963
2458548.2810669       1.0013572       0.0010963            nan   3341.2374933      3.6580102   3336.7089963
2458548.3018799       1.0041854       0.0010948            nan   3350.6744227      3.6531565   3336.7089963
2458548.3226929       1.0038703       0.0010968            nan   3349.6231522      3.6598311   3336.7089963
2458548.3435669       1.0025762       0.0010961            nan   3345.3051516      3.6572652   3336.7089963
2458548.3643799       1.0041644       0.0010956            nan   3350.6044557      3.6556229   3336.7089963
2458548.3851929       1.0024937       0.0010948            nan   3345.0298892      3.6531313   3336.7089963
2458548.4060669       1.0019634       0.0010949            nan   3343.2601966      3.6534714   3336.7089963
2458548.4268799       1.0040203       0.0010957            nan   3350.1234434      3.6561346   3336.7089963
2458548.4476929       1.0031705       0.0010961            nan   3347.2879464      3.6574803   3336.7089963
2458548.4685669       1.0032324       0.0010947            nan   3347.4944681      3.6525889   3336.7089963
2458548.4893799       1.0026940       0.0010944            nan   3345.6981453      3.6515413   3336.7089963
2458548.5101929       1.0044572       0.0010976            nan   3351.5812385      3.6625276   3336.7089963
2458548.5310669       1.0031159       0.0010947            nan   3347.1058638      3.6526479   3336.7089963
2458548.5518799       1.0058278       0.0010944            nan   3356.1545183      3.6516648   3336.7089963
2458548.5726929       1.0023528       0.0010960            nan   3344.5595705      3.6571771   3336.7089963
2458548.5935669       1.0024885       0.0010960            nan   3345.0124640      3.6568944   3336.7089963
2458548.6143799       1.0026639       0.0010957            nan   3345.5977707      3.6560914   3336.7089963
2458548.6351929       1.0027715       0.0010944            nan   3345.9565912      3.6515716   3336.7089963
2458548.6560669       1.0036157       0.0010947            nan   3348.7736311      3.6527214   3336.7089963
2458548.6768799       1.0020154       0.0010962            nan   3343.4336376      3.6576275   3336.7089963
2458548.6976929       1.0002620       0.0010940            nan   3337.5833045      3.6502876   3336.7089963
2458548.7185669       1.0046811       0.0010960            nan   3352.3284562      3.6570281   3336.7089963
2458548.7393799       1.0027609       0.0010948            nan   3345.9212431      3.6530673   3336.7089963
2458548.7601929       1.0017837       0.0010942            nan   3342.6605605      3.6510521   3336.7089963
2458548.7810669       1.0024344       0.0010976            nan   3344.8318159      3.6623587   3336.7089963
2458548.8018799       1.0028274       0.0010974            nan   3346.1432843      3.6617468   3336.7089963
2458548.8226929       1.0048814       0.0010943            nan   3352.9967423      3.6513060   3336.7089963
2458548.8435669       1.0034535       0.0010950            nan   3348.2324379      3.6538359   3336.7089963
2458548.8643799       1.0034990       0.0010938            nan   3348.3842936      3.6498562   3336.7089963
2458548.8851929       1.0017599       0.0010940            nan   3342.5813250      3.6502333   3336.7089963
2458548.9060669       1.0038293       0.0010946            nan   3349.4861585      3.6523808   3336.7089963
2458548.9268799       1.0028235       0.0010948            nan   3346.1302188      3.6530317   3336.7089963
2458548.9476929       1.0035186       0.0010952            nan   3348.4496419      3.6544100   3336.7089963
2458548.9685669       1.0028290       0.0010941            nan   3346.1484230      3.6508127   3336.7089963
2458548.9893799       1.0046502       0.0010952            nan   3352.2254711      3.6543333   3336.7089963
2458549.0101929       1.0020121       0.0010941            nan   3343.4226622      3.6507489   3336.7089963
2458549.0310669       1.0031275       0.0010954            nan   3347.1444373      3.6551021   3336.7089963
2458549.0518799       1.0044381       0.0010947            nan   3351.5176917      3.6528076   3336.7089963
2458549.0726929       1.0037721       0.0010951            nan   3349.2952452      3.6539437   3336.7089963
2458549.0935669       1.0039316       0.0010950            nan   3349.8275903      3.6535835   3336.7089963
2458549.1143799       1.0044280       0.0010951            nan   3351.4838432      3.6540557   3336.7089963
2458549.1351929       1.0042246       0.0010950            nan   3350.8053949      3.6536194   3336.7089963
2458549.1560669       1.0023458       0.0010942            nan   3344.5363676      3.6510657   3336.7089963
2458549.1768799       1.0026156       0.0010940            nan   3345.4365309      3.6503232   3336.7089963
2458549.1976929       1.0030014       0.0010955            nan   3346.7237672      3.6554825   3336.7089963
2458549.2185669       1.0042901       0.0010956            nan   3351.0238778      3.6555975   3336.7089963
2458549.2393799       1.0031625       0.0010943            nan   3347.2612738      3.6514767   3336.7089963
2458549.2601929       1.0030217       0.0010949            nan   3346.7914377      3.6532322   3336.7089963
2458549.2810669       1.0022599       0.0010950            nan   3344.2496618      3.6536505   3336.7089963
2458549.3018799       1.0028087       0.0010948            nan   3346.0809331      3.6531551   3336.7089963
2458549.3226929       1.0024946       0.0010961            nan   3345.0327182      3.6573603   3336.7089963
2458549.3435669       1.0041154       0.0010941            nan   3350.4410126      3.6508508   3336.7089963
2458549.3643799       1.0008064       0.0010942            nan   3339.3998216      3.6509657   3336.7089963
2458549.3851929       1.0010818       0.0010945            nan   3340.3186356      3.6518819   3336.7089963
2458549.4060669       1.0026558       0.0010940            nan   3345.5706297      3.6503437   3336.7089963
2458549.4268799       1.0013723       0.0010949            nan   3341.2880833      3.6533329   3336.7089963
2458549.4476929       1.0055210       0.0010953            nan   3355.1310442      3.6547551   3336.7089963
2458549.4685669       1.0029739       0.0010959            nan   3346.6319502      3.6568010   3336.7089963
2458549.4893799       1.0013596       0.0010943            nan   3341.2456138      3.6515251   3336.7089963
2458549.5310669       1.0026385       0.0010945            nan   3345.5129627      3.6519330   3336.7089963
2458549.5518799       1.0007560       0.0010939            nan   3339.2313902      3.6499910   3336.7089963
2458549.5726929       1.0025803       0.0010942            nan   3345.3187725      3.6509492   3336.7089963
2458549.5935669       1.0023108       0.0010965            nan   3344.4195101      3.6586905   3336.7089963
2458549.6143799       1.0012375       0.0010944            nan   3340.8382372      3.6515505   3336.7089963
2458549.6351929       1.0012120       0.0010948            nan   3340.7530794      3.6529484   3336.7089963
2458549.6560669       1.0021718       0.0010937            nan   3343.9557414      3.6492429   3336.7089963
2458549.6768799       1.0037190       0.0010936            nan   3349.1182866      3.6491552   3336.7089963
2458549.6976929       0.9993150       0.0010966            nan   3334.4232276      3.6591367   3336.7089963
2458549.7185669       1.0012669       0.0010942            nan   3340.9361705      3.6509548   3336.7089963
2458549.7393799       1.0015449       0.0010949            nan   3341.8637715      3.6535210   3336.7089963
2458549.7601929       1.0025303       0.0010946            nan   3345.1519119      3.6523114   3336.7089963
2458549.7810669       1.0030063       0.0010942            nan   3346.7402080      3.6509214   3336.7089963
2458549.8018799       1.0004220       0.0010997            nan   3338.1170030      3.6694857   3336.7089963
2458549.8226929       1.0025943       0.0010932            nan   3345.3654346      3.6475670   3336.7089963
2458549.8435669       1.0021069       0.0010939            nan   3343.7390526      3.6499886   3336.7089963
2458549.8643799       1.0034563       0.0010940            nan   3348.2416831      3.6502657   3336.7089963
2458549.8852539       1.0031312       0.0010945            nan   3347.1569328      3.6519122   3336.7089963
2458549.9060669       1.0021416       0.0010952            nan   3343.8550236      3.6542170   3336.7089963
2458549.9269409       1.0027828       0.0010961            nan   3345.9944518      3.6573133   3336.7089963
2458549.9477539       1.0021685       0.0010942            nan   3343.9446567      3.6510535   3336.7089963
2458549.9685669       1.0011269       0.0010931            nan   3340.4690095      3.6473073   3336.7089963
2458549.9894409       1.0019120       0.0010939            nan   3343.0888066      3.6501624   3336.7089963
2458550.0102539       1.0030329       0.0010956            nan   3346.8290044      3.6556838   3336.7089963
2458550.0310669       1.0023022       0.0010937            nan   3344.3908461      3.6492405   3336.7089963
2458550.0519409       1.0020706       0.0010943            nan   3343.6180124      3.6512921   3336.7089963
2458550.0727539       1.0028457       0.0010951            nan   3346.2042808      3.6539651   3336.7089963
2458550.0935669       1.0009093       0.0010941            nan   3339.7429415      3.6505348   3336.7089963
2458550.1144409       1.0032213       0.0010939            nan   3347.4574373      3.6499440   3336.7089963
2458550.1352539       1.0027512       0.0010937            nan   3345.8889904      3.6494343   3336.7089963
2458550.1560669       1.0016455       0.0010948            nan   3342.1997015      3.6531903   3336.7089963
2458550.1769409       1.0022953       0.0010928            nan   3344.3675912      3.6464079   3336.7089963
2458550.1977539       1.0009517       0.0010943            nan   3339.8843898      3.6514543   3336.7089963
2458550.2185669       1.0021073       0.0010938            nan   3343.7402802      3.6497290   3336.7089963
2458550.2394409       1.0027822       0.0010935            nan   3345.9922984      3.6486311   3336.7089963
2458550.2602539       1.0030110       0.0010940            nan   3346.7557776      3.6505195   3336.7089963
2458550.2810669       1.0014556       0.0010962            nan   3341.5659247      3.6577317   3336.7089963
2458550.3019409       1.0023981       0.0010936            nan   3344.7106753      3.6490198   3336.7089963
2458550.3227539       1.0034394       0.0010934            nan   3348.1853896      3.6483662   3336.7089963
2458550.3435669       1.0002283       0.0010938            nan   3337.4706384      3.6498013   3336.7089963
2458550.3644409       1.0012339       0.0010935            nan   3340.8260591      3.6485567   3336.7089963
2458550.3852539       1.0013504       0.0010940            nan   3341.2149958      3.6502168   3336.7089963
2458550.4060669       1.0006707       0.0010933            nan   3338.9470703      3.6478622   3336.7089963
2458550.4269409       1.0035928       0.0010938            nan   3348.6970281      3.6496402   3336.7089963
2458550.4477539       1.0017034       0.0010933            nan   3342.3926783      3.6478743   3336.7089963
2458550.4685669       1.0008789       0.0010936            nan   3339.6417771      3.6490789   3336.7089963
2458550.4894409       0.9994670       0.0010933            nan   3334.9306615      3.6479678   3336.7089963
2458550.5102539       1.0008160       0.0010967            nan   3339.4316450      3.6592529   3336.7089963
2458550.5310669       1.0028637       0.0010943            nan   3346.2642694      3.6512643   3336.7089963
2458550.5519409       1.0021941       0.0010940            nan   3344.0300810      3.6502543   3336.7089963
2458550.5727539       1.0021395       0.0010946            nan   3343.8478050      3.6523429   3336.7089963
2458550.5935669       1.0027692       0.0010940            nan   3345.9489460      3.6504787   3336.7089963
2458550.6144409       1.0025097       0.0010944            nan   3345.0831325      3.6516476   3336.7089963
2458550.6352539       1.0020228       0.0010946            nan   3343.4583671      3.6522611   3336.7089963
2458550.6560669       1.0025764       0.0010949            nan   3345.3056808      3.6532198   3336.7089963
2458550.6769409       1.0041256       0.0010935            nan   3350.4747591      3.6485865   3336.7089963
2458550.6977539       1.0019415       0.0010951            nan   3343.1870906      3.6539222   3336.7089963
2458550.7185669       1.0028950       0.0010956            nan   3346.3687184      3.6557360   3336.7089963
2458550.7394409       1.0030769       0.0010941            nan   3346.9756195      3.6507671   3336.7089963
2458550.7602539       1.0023014       0.0010936            nan   3344.3880737      3.6488867   3336.7089963
2458550.7810669       1.0030629       0.0010942            nan   3346.9289840      3.6510810   3336.7089963
2458550.8019409       1.0016320       0.0010935            nan   3342.1546295      3.6487016   3336.7089963
2458550.8227539       1.0006475       0.0010939            nan   3338.8693693      3.6499913   3336.7089963
2458550.8435669       1.0023622       0.0010958            nan   3344.5910759      3.6563813   3336.7089963
2458550.8644409       1.0009702       0.0010941            nan   3339.9462758      3.6507937   3336.7089963
2458550.8852539       1.0003309       0.0010950            nan   3337.8132516      3.6538359   3336.7089963
2458550.9060669       1.0017773       0.0010944            nan   3342.6392306      3.6517329   3336.7089963
2458550.9269409       1.0011405       0.0010969            nan   3340.5145989      3.6600984   3336.7089963
2458550.9477539       1.0013775       0.0010935            nan   3341.3053013      3.6488254   3336.7089963
2458550.9685669       1.0015494       0.0010936            nan   3341.8787580      3.6490849   3336.7089963
2458550.9894409       1.0028648       0.0010939            nan   3346.2678768      3.6500763   3336.7089963
2458551.0102539       1.0007655       0.0010944            nan   3339.2632729      3.6516246   3336.7089963
2458551.0310669       1.0013101       0.0010943            nan   3341.0802966      3.6514710   3336.7089963
2458551.0519409       1.0000015       0.0010930            nan   3336.7140946      3.6470103   3336.7089963
2458551.0727539       1.0019778       0.0010977            nan   3343.3082799      3.6628111   3336.7089963
2458551.0935669       0.9999172       0.0010931            nan   3336.4328150      3.6472990   3336.7089963
2458551.1144409       0.9983347       0.0010964            nan   3331.1524791      3.6582246   3336.7089963
2458551.1352539       1.0008884       0.0010940            nan   3339.6734705      3.6502184   3336.7089963
2458551.1560669       1.0032111       0.0010954            nan   3347.4236514      3.6549598   3336.7089963
2458551.1769409       0.9999468       0.0010940            nan   3336.5315725      3.6502562   3336.7089963
2458551.1977539       1.0005231       0.0010933            nan   3338.4543629      3.6480079   3336.7089963
2458551.2185669       1.0030878       0.0010944            nan   3347.0119855      3.6517681   3336.7089963
2458551.2394409       1.0033265       0.0010975            nan   3347.8085769      3.6618737   3336.7089963
2458551.2602539       0.9991565       0.0010944            nan   3333.8945027      3.6516292   3336.7089963
2458551.2810669       1.0024459       0.0010940            nan   3344.8703352      3.6502486   3336.7089963
2458551.3019409       0.9998135       0.0010941            nan   3336.0866150      3.6505687   3336.7089963
2458551.3227539       1.0022560       0.0010940            nan   3344.2365727      3.6502411   3336.7089963
2458551.3435669       1.0025297       0.0010945            nan   3345.1499655      3.6521927   3336.7089963
2458551.3644409       1.0029155       0.0010936            nan   3346.4372065      3.6489321   3336.7089963
2458551.3852539       1.0004177       0.0010937            nan   3338.1026817      3.6494195   3336.7089963
2458551.4060669       1.0008335       0.0010996            nan   3339.4901506      3.6689679   3336.7089963
2458551.4269409       1.0018599       0.0010944            nan   3342.9148689      3.6516481   3336.7089963
2458551.4477539       1.0009344       0.0010944            nan   3339.8268110      3.6516511   3336.7089963
2458551.4685669       0.9983648       0.0010937            nan   3331.2527233      3.6492771   3336.7089963
2458551.4894409       1.0012720       0.0010937            nan   3340.9532315      3.6493941   3336.7089963
2458551.5102539       1.0020965       0.0010936            nan   3343.7043273      3.6489622   3336.7089963
2458551.5310669       1.0007748       0.0010934            nan   3339.2942298      3.6483511   3336.7089963
2458551.5519409       1.0033194       0.0010954            nan   3347.7848735      3.6551529   3336.7089963
2458551.5727539       1.0019514       0.0010937            nan   3343.2202716      3.6492032   3336.7089963
2458551.5935669       1.0002070       0.0010940            nan   3337.3995530      3.6503671   3336.7089963
2458551.6144409       1.0030317       0.0010931            nan   3346.8249391      3.6474989   3336.7089963
2458551.6352539       1.0013413       0.0010934            nan   3341.1844347      3.6482675   3336.7089963
2458551.6560669       1.0038153       0.0010936            nan   3349.4394122      3.6491322   3336.7089963
2458551.6769409       1.0018705       0.0010964            nan   3342.9503049      3.6584373   3336.7089963
2458551.6977539       1.0011709       0.0010945            nan   3340.6159237      3.6521911   3336.7089963
2458551.7185669       1.0003814       0.0010928            nan   3337.9814905      3.6462848   3336.7089963
2458551.7394409       1.0010763       0.0010936            nan   3340.3004233      3.6489365   3336.7089963
2458551.7602539       1.0021634       0.0010965            nan   3343.9277450      3.6587381   3336.7089963
2458551.7810669       1.0013391       0.0010939            nan   3341.1771694      3.6499792   3336.7089963
2458551.8019409       1.0009373       0.0010937            nan   3339.8364281      3.6492111   3336.7089963
2458551.8227539       1.0001631       0.0010939            nan   3337.2532378      3.6498705   3336.7089963
2458551.8435669       1.0005706       0.0010944            nan   3338.6128034      3.6517408   3336.7089963
2458551.8644409       1.0002856       0.0010928            nan   3337.6618340      3.6462583   3336.7089963
2458551.8852539       0.9999928       0.0010934            nan   3336.6850479      3.6483746   3336.7089963
2458551.9060669       1.0011141       0.0010954            nan   3340.4264140      3.6549024   3336.7089963
2458551.9269409       0.9991182       0.0010934            nan   3333.7668226      3.6484937   3336.7089963
2458551.9477539       0.9986132       0.0010926            nan   3332.0817356      3.6458084   3336.7089963
2458551.9685669       1.0015317       0.0010930            nan   3341.8198690      3.6469948   3336.7089963
2458551.9894409       1.0002924       0.0010947            nan   3337.6846231      3.6526219   3336.7089963
2458552.0102539       1.0013084       0.0010945            nan   3341.0746133      3.6520981   3336.7089963
2458552.0310669       1.0010132       0.0010926            nan   3340.0896324      3.6457721   3336.7089963
2458552.0519409       1.0017559       0.0010948            nan   3342.5678860      3.6528965   3336.7089963
2458552.0727539       0.9998698       0.0010954            nan   3336.2747229      3.6550314   3336.7089963
2458552.0935669       1.0012136       0.0010941            nan   3340.7583856      3.6506592   3336.7089963
2458552.1144409       1.0000920       0.0010937            nan   3337.0159379      3.6492689   3336.7089963
2458552.1352539       1.0017417       0.0010936            nan   3342.5205011      3.6490873   3336.7089963
2458552.1560669       1.0003458       0.0010934            nan   3337.8629672      3.6482352   3336.7089963
2458552.1769409       1.0001788       0.0010935            nan   3337.3056975      3.6488419   3336.7089963
2458552.1977539       1.0008011       0.0010940            nan   3339.3820608      3.6504841   3336.7089963
2458552.2185669       0.9997882       0.0010926            nan   3336.0021880      3.6458481   3336.7089963
2458552.2394409       1.0013965       0.0010936            nan   3341.3687143      3.6488949   3336.7089963
2458552.2602539       1.0039489       0.0010938            nan   3349.8854003      3.6496500   3336.7089963
2458552.2810669       1.0004673       0.0010931            nan   3338.2681212      3.6472365   3336.7089963
2458552.3019409       0.9988701       0.0010933            nan   3332.9387881      3.6481229   3336.7089963
2458552.3227539       1.0003404       0.0010945            nan   3337.8448474      3.6518646   3336.7089963
2458552.3435669       0.9993479       0.0010940            nan   3334.5330031      3.6503127   3336.7089963
2458552.3644409       1.0000338       0.0010927            nan   3336.8217203      3.6461376   3336.7089963
2458552.3852539       0.9996484       0.0010953            nan   3335.5357958      3.6546971   3336.7089963
2458552.4060669       1.0011948       0.0010929            nan   3340.6956560      3.6467402   3336.7089963
2458552.4269409       0.9999092       0.0010942            nan   3336.4060731      3.6509979   3336.7089963
2458552.4477539       0.9988006       0.0010941            nan   3332.7068207      3.6506933   3336.7089963
2458552.4685669       1.0003416       0.0010930            nan   3337.8488011      3.6470206   3336.7089963
2458552.4894409       1.0020574       0.0010937            nan   3343.5739285      3.6494289   3336.7089963
2458552.5102539       0.9998608       0.0010949            nan   3336.2445407      3.6534154   3336.7089963
2458552.5310669       0.9999985       0.0010943            nan   3336.7038981      3.6514498   3336.7089963
2458552.5519409       1.0019678       0.0010964            nan   3343.2750346      3.6584635   3336.7089963
2458552.5727539       1.0023905       0.0010952            nan   3344.6852441      3.6542960   3336.7089963
2458552.5935669       1.0004443       0.0010943            nan   3338.1913956      3.6513854   3336.7089963
2458552.6144409       1.0017960       0.0010929            nan   3342.7016245      3.6467594   3336.7089963
2458552.6560669       1.0013746       0.0010929            nan   3341.2955225      3.6467162   3336.7089963
2458552.6769409       0.9980766       0.0010928            nan   3330.2911942      3.6462932   3336.7089963
2458552.6977539       0.9986042       0.0010930            nan   3332.0517733      3.6468998   3336.7089963
2458552.7185669       0.9973449       0.0010923            nan   3327.8498584      3.6447692   3336.7089963
2458552.7394409       1.0006861       0.0010931            nan   3338.9982362      3.6474965   3336.7089963
2458552.7602539       0.9999726       0.0010926            nan   3336.6176572      3.6458306   3336.7089963
2458552.7810669       0.9984721       0.0010931            nan   3331.6108853      3.6473811   3336.7089963
2458552.8019409       1.0006826       0.0010942            nan   3338.9866597      3.6509249   3336.7089963
2458552.8227539       1.0008250       0.0010942            nan   3339.4617640      3.6511554   3336.7089963
2458552.8435669       0.9997654       0.0010942            nan   3335.9262453      3.6511133   3336.7089963
2458552.8644409       1.0013634       0.0010958            nan   3341.2583870      3.6565122   3336.7089963
2458552.8852539       0.9972609       0.0010922            nan   3327.5695734      3.6444486   3336.7089963
2458552.9060669       1.0010033       0.0010942            nan   3340.0566281      3.6510690   3336.7089963
2458552.9269409       1.0004395       0.0010943            nan   3338.1756306      3.6512987   3336.7089963
2458552.9477539       0.9988569       0.0010935            nan   3332.8947296      3.6485895   3336.7089963
2458552.9685669       0.9992091       0.0010924            nan   3334.0700806      3.6449546   3336.7089963
2458552.9894409       1.0003600       0.0010929            nan   3337.9101552      3.6465940   3336.7089963
2458553.0102539       1.0004122       0.0010969            nan   3338.0844321      3.6599379   3336.7089963
2458553.0310669       0.9979441       0.0010927            nan   3329.8489536      3.6459578   3336.7089963
2458553.0519409       1.0004458       0.0010919            nan   3338.1965640      3.6433365   3336.7089963
2458553.0727539       0.9997538       0.0010947            nan   3335.8875621      3.6527463   3336.7089963
2458553.0935669       1.0017226       0.0010937            nan   3342.4568868      3.6494825   3336.7089963
2458553.1144409       0.9998599       0.0010927            nan   3336.2413791      3.6460119   3336.7089963
